id,Gender,Age,Travel Category,Travel Class,Distance Travelled,Departure/Arrival Rating,Booking Ease,Boarding Point,Food,Seat Comfort,Entertainment,Leg Room,Luggage Handling,Cleanliness,Departure Delay (min),Arrival Delay (min),Satisfaction
54905,Female,11,Personal Travel,Economy,776,4,2,3,2,3,2,4,4,2,1,21,dissatisfied
31194,Female,39,Official,Economy,565,,4,4,2,,2,2,2,2,0,0,dissatisfied
80566,Male,36,Official,Business,1572,4,4,4,2,,5,5,5,4,0,0,satisfied
110750,Female,53,Official,Business,995,3,3,,3,5,4,,4,5,0,6,satisfied
104994,Male,9,Personal Travel,Economy,303,5,3,4,2,,2,3,3,2,0,0,dissatisfied
115021,Female,33,Official,Business,2916,1,1,1,4,5,5,5,5,4,0,0,satisfied
75783,Male,9,Personal Travel,Economy,732,4,2,4,,4,4,3,3,4,0,0,dissatisfied
34660,Female,56,Official,Business,238,,2,2,3,4,5,5,5,5,2,7,satisfied
37772,Male,33,Official,Premium,855,5,5,5,4,,4,3,,4,17,12,satisfied
1409,Female,53,Personal Travel,,206,4,2,2,2,5,3,2,3,5,27,19,dissatisfied
66794,Female,53,Personal Travel,Economy,3406,,3,,3,5,4,4,5,5,0,0,dissatisfied
31892,Male,40,Personal Travel,Economy,2486,0,3,1,1,1,1,5,5,1,0,0,dissatisfied
108887,Female,43,Official,Business,2094,,4,4,4,5,5,,5,5,106,104,satisfied
108467,Male,33,Personal Travel,Economy,1300,2,4,3,5,5,5,3,4,5,0,0,dissatisfied
80214,Female,41,Official,Business,1938,3,,3,2,,4,4,4,3,0,0,satisfied
58312,Male,60,Official,Business,1565,4,4,4,,5,2,2,2,5,6,0,satisfied
63935,Male,43,Personal Travel,Economy,0,,2,3,3,5,3,,5,3,8,0,dissatisfied
119036,Female,22,Official,Business,2140,5,5,,4,4,4,,,4,0,0,satisfied
92774,Female,18,Official,,1183,2,,4,5,3,5,2,4,5,0,0,dissatisfied
66236,Male,70,Official,Economy,135,1,1,1,,2,2,2,3,2,38,40,dissatisfied
98962,Female,72,Official,Economy,489,,4,5,3,3,2,2,,1,2,0,dissatisfied
42509,Male,46,Official,Premium,446,5,,5,3,,3,2,5,3,9,16,satisfied
26507,Female,23,Official,Economy,746,,2,4,2,2,2,4,3,2,6,0,dissatisfied
21486,Female,36,Official,Business,2241,3,3,3,,,3,3,,2,44,23,dissatisfied
45866,Male,49,Personal Travel,Business,822,3,3,3,5,3,3,3,3,4,0,0,dissatisfied
117358,Male,50,Official,Business,0,4,4,4,3,5,,4,4,5,0,0,satisfied
53715,Male,27,Personal Travel,Economy,1087,2,1,4,1,1,1,2,4,1,0,0,dissatisfied
96598,Female,57,Official,Premium,415,3,4,4,5,2,4,4,4,5,0,14,satisfied
72560,Male,23,Official,Economy,836,3,3,3,3,3,3,4,5,3,0,0,dissatisfied
66498,Female,39,Official,Business,402,5,5,5,,4,4,5,4,5,0,0,satisfied
122787,Male,48,Official,Business,2605,5,5,5,4,,4,4,4,3,0,11,satisfied
63584,Male,23,Official,Economy,1920,3,3,3,,1,1,,3,1,1,0,dissatisfied
118882,Male,49,Official,Business,2924,4,4,4,3,4,5,5,5,5,9,1,satisfied
78533,Male,64,Personal Travel,Economy,473,4,2,1,3,3,3,2,4,3,0,2,dissatisfied
75175,Male,42,Official,Business,1570,2,5,5,4,5,3,3,3,5,8,5,satisfied
26213,Female,21,Official,Economy,243,0,4,1,3,,3,2,1,3,15,0,dissatisfied
95358,Female,19,Personal Travel,Economy,446,4,4,3,5,1,5,3,4,5,0,0,dissatisfied
102041,Male,43,Official,Business,0,2,2,2,5,3,2,2,2,3,16,0,dissatisfied
108387,Male,56,Personal Travel,Economy,1575,4,3,4,2,2,2,,3,2,1,0,dissatisfied
34205,Female,24,Personal Travel,Economy,941,2,2,3,3,3,,5,4,3,3,0,dissatisfied
63804,Male,33,Official,,2452,4,,4,5,5,5,2,4,5,2,5,satisfied
68404,Male,44,Official,Business,941,3,3,3,4,,5,,5,4,0,0,satisfied
123202,Female,66,Personal Travel,,585,5,3,5,5,3,5,3,5,4,0,0,dissatisfied
90963,Female,33,Official,Business,464,3,3,3,4,5,4,4,4,1,0,0,satisfied
55239,Female,36,Official,Economy,548,5,4,5,3,3,3,4,3,3,0,0,dissatisfied
25942,Male,69,Official,Premium,535,5,5,5,,5,5,,1,5,0,0,satisfied
45935,Female,41,Personal Travel,Economy,507,4,2,1,2,2,2,5,,2,0,0,dissatisfied
105848,Male,57,Official,Business,758,,2,2,3,5,,4,4,3,8,11,satisfied
88334,Female,53,Official,Business,400,1,3,3,5,2,3,3,,1,19,27,dissatisfied
90987,Male,21,Official,Economy,0,3,,3,2,,2,3,,2,0,0,dissatisfied
17452,Female,65,Official,Premium,316,1,1,1,2,2,1,,,2,156,167,dissatisfied
86671,Female,58,Personal Travel,Premium,671,5,3,3,3,4,2,3,2,5,0,0,dissatisfied
129736,Female,32,Official,Business,277,3,3,3,,5,,2,,5,0,0,satisfied
81350,Female,62,Personal Travel,Economy,1169,4,1,3,2,4,5,1,4,4,118,111,dissatisfied
31870,Female,63,Personal Travel,Business,4485,5,0,2,,1,3,4,3,1,3,0,satisfied
45258,Female,37,Personal Travel,Economy,526,4,1,2,1,,1,4,4,1,23,23,dissatisfied
15891,Male,37,Official,Premium,0,1,,1,4,4,4,3,4,4,11,21,satisfied
93314,Male,19,Personal Travel,Premium,1560,,3,4,1,1,1,,5,1,0,0,dissatisfied
48084,Female,25,Official,Business,3166,2,2,2,4,4,4,3,2,4,0,0,satisfied
83944,Male,30,Official,Business,289,0,0,3,,2,4,3,4,4,0,7,satisfied
40841,Female,39,Official,Business,2279,3,0,4,3,3,,2,2,3,26,7,satisfied
92408,Male,50,Official,Business,1703,4,2,4,,,5,5,5,5,28,14,satisfied
11281,Male,67,Personal Travel,Economy,202,5,0,4,3,3,3,5,5,3,0,0,dissatisfied
23693,Male,42,Official,Economy,191,4,4,4,3,3,3,1,3,3,0,0,dissatisfied
69419,Male,20,Official,Business,986,5,,,4,4,,3,4,4,75,65,dissatisfied
125557,Female,47,Official,Economy,203,3,1,3,2,2,2,3,,2,0,0,dissatisfied
26249,Female,27,Official,Premium,364,5,5,1,3,3,2,1,4,3,202,242,satisfied
47602,Female,44,Official,Business,1394,2,2,2,3,1,4,4,4,2,0,0,satisfied
18997,Male,38,Personal Travel,Premium,349,5,2,1,4,3,4,3,4,4,11,21,dissatisfied
91137,Male,21,Personal Travel,Economy,365,5,4,3,,3,3,5,4,3,0,0,dissatisfied
88010,Female,40,Official,Business,491,4,4,4,,5,4,4,4,5,17,15,satisfied
75413,Female,19,Official,Economy,711,2,2,3,3,3,3,2,4,3,0,0,dissatisfied
125485,Female,8,Official,Premium,2625,3,2,,3,3,2,,4,3,1,0,dissatisfied
76051,Female,25,Official,Business,2703,2,2,,4,4,4,2,4,4,0,0,satisfied
103107,Male,25,Personal Travel,Economy,491,3,5,4,5,3,,3,2,5,0,0,dissatisfied
121490,Female,52,Personal Travel,Economy,261,1,3,3,1,4,3,3,3,1,0,0,dissatisfied
17525,Female,30,Personal Travel,Economy,317,4,2,4,3,3,3,4,,3,0,0,dissatisfied
34311,Male,32,Personal Travel,Economy,252,4,3,1,4,4,4,,4,4,0,0,dissatisfied
31616,Male,57,Official,Business,2317,1,1,1,1,4,4,4,4,2,10,8,dissatisfied
122839,Female,49,Official,Business,203,2,2,2,3,4,4,4,4,4,8,0,satisfied
17127,Female,54,Official,Business,2346,1,2,1,5,5,3,2,3,5,290,284,satisfied
107658,Male,40,Official,Business,3300,3,3,3,2,5,5,5,5,5,0,0,satisfied
89860,Female,55,Official,Business,1274,5,5,5,5,5,5,5,,5,0,0,satisfied
105061,Male,18,Personal Travel,Premium,230,4,2,1,2,2,2,4,4,2,7,6,dissatisfied
86089,Male,23,Official,Economy,320,2,3,,3,3,3,5,2,3,28,18,dissatisfied
84180,Male,12,Personal Travel,Premium,208,2,,,2,2,2,3,4,2,0,0,dissatisfied
27244,Male,60,Personal Travel,Economy,922,4,1,3,,,,,4,4,11,10,dissatisfied
82329,Female,29,Personal Travel,Economy,410,5,1,3,2,1,2,,5,2,53,69,dissatisfied
75227,Female,41,Official,Economy,203,,,1,5,,,,2,5,0,0,satisfied
46987,Female,41,Personal Travel,,663,4,,2,3,3,,4,4,3,21,26,dissatisfied
102226,Male,49,Official,Business,2660,2,2,2,5,5,4,5,,5,189,165,satisfied
103753,Male,53,Personal Travel,Premium,226,,0,5,,2,2,,2,2,0,16,dissatisfied
33873,Female,36,Official,Business,1983,4,5,5,,5,3,3,3,1,0,1,satisfied
104000,Male,56,Official,Economy,1227,4,4,4,3,3,3,5,4,3,0,0,dissatisfied
10106,Male,34,Official,Business,352,,5,5,1,3,2,2,2,2,72,67,dissatisfied
3119,Male,46,Official,Economy,552,4,3,4,5,5,5,3,4,5,0,13,satisfied
19586,Female,13,Personal Travel,Economy,0,4,3,,2,2,2,,5,2,0,0,dissatisfied
88203,Female,45,Official,Business,0,5,5,5,,4,3,4,3,3,0,0,satisfied
39578,Male,43,Official,Business,1982,2,2,2,4,4,,4,4,1,0,0,satisfied
114863,Female,43,Official,Business,2629,1,1,1,3,5,5,5,5,4,0,0,satisfied
118887,Female,44,Official,Business,2309,1,1,1,,3,4,5,5,3,203,200,satisfied
119648,Male,45,Official,Business,2509,5,5,5,,4,,,,3,0,0,satisfied
33607,Female,53,Official,Economy,359,1,1,1,4,4,5,5,5,2,0,0,satisfied
112707,Female,9,Official,Economy,627,4,4,4,,5,5,,4,5,22,19,dissatisfied
21402,Female,50,Official,,148,2,2,2,1,4,4,4,4,2,20,14,satisfied
122749,Female,14,Personal Travel,Economy,586,5,5,2,,5,5,2,1,5,24,27,satisfied
16794,Female,35,Official,Business,915,3,4,,,3,,5,5,4,0,31,satisfied
48177,Male,43,Official,Economy,173,4,4,,4,,,,2,4,0,0,dissatisfied
116954,Female,53,Official,Business,333,2,2,2,5,5,5,5,5,4,19,13,satisfied
91567,Male,28,Official,Business,1011,,2,4,2,2,2,1,3,2,0,0,dissatisfied
15729,Female,19,Personal Travel,Economy,377,4,1,4,3,3,3,5,5,3,120,128,dissatisfied
89697,Female,33,Official,Business,968,4,4,4,5,,5,5,5,3,0,22,satisfied
63074,Male,27,Personal Travel,,761,5,3,4,3,3,5,5,4,3,157,145,dissatisfied
114798,Female,51,Official,Business,2654,2,2,2,2,4,,4,4,4,87,80,satisfied
43558,Female,35,Official,Economy,693,2,2,,2,2,2,,3,2,0,0,dissatisfied
126168,Female,13,Official,Business,2783,2,2,2,,1,1,4,3,1,5,12,dissatisfied
39858,Male,58,Official,Economy,166,1,1,1,4,4,4,5,,4,0,0,dissatisfied
25100,Male,58,Personal Travel,Economy,0,5,3,1,2,,2,5,1,2,1,1,dissatisfied
50861,Female,29,Personal Travel,Economy,336,4,4,1,3,2,3,2,5,3,59,52,dissatisfied
98576,Female,17,Official,,775,1,1,,3,,3,,5,3,113,94,satisfied
51846,Female,48,Personal Travel,,383,0,3,,2,4,3,,4,4,0,0,dissatisfied
94542,Female,70,Official,Business,215,3,3,,4,4,2,2,,4,10,0,dissatisfied
77610,Male,42,Official,Business,658,3,3,2,,,2,4,5,2,0,5,satisfied
117936,Male,21,Official,Economy,230,4,2,4,1,1,1,2,3,1,119,108,dissatisfied
9555,Female,54,Official,Business,3295,2,2,2,3,5,,5,,5,39,40,satisfied
28851,Female,38,Official,Business,2487,1,,1,5,3,,4,4,4,0,0,satisfied
96143,Male,33,Official,Business,295,3,3,2,5,1,5,3,4,5,0,0,dissatisfied
67329,Male,18,Official,Business,1324,3,5,,5,4,5,2,5,5,0,0,satisfied
122355,Female,49,Official,Business,476,3,3,3,5,,4,4,4,4,0,0,satisfied
89374,Female,50,Personal Travel,Business,136,5,3,2,4,4,5,3,4,5,0,6,dissatisfied
25962,Male,40,Official,Economy,851,,4,5,3,,3,2,,3,0,0,dissatisfied
117523,Female,49,Official,Business,759,3,3,1,3,3,3,5,4,3,6,0,satisfied
11608,Female,9,Personal Travel,Economy,591,,2,4,2,,2,2,2,2,18,12,dissatisfied
50957,Male,61,Personal Travel,Economy,99,,3,4,5,5,5,2,3,5,0,0,dissatisfied
78653,Female,59,Personal Travel,Economy,1955,4,4,1,5,,3,4,3,4,0,0,satisfied
57890,Female,45,Official,Business,275,4,4,2,1,1,1,5,5,1,1,0,satisfied
110753,Male,38,Official,Business,2471,1,3,1,2,5,5,5,5,5,4,0,satisfied
90140,Male,36,Official,Business,654,5,5,5,2,1,4,4,4,4,0,0,satisfied
3520,Female,43,Official,Business,3188,4,4,,2,4,5,5,5,4,51,78,satisfied
3913,Female,62,Personal Travel,Economy,192,5,3,4,3,4,5,,5,3,0,0,dissatisfied
80093,Male,48,Official,Business,2486,5,5,5,4,5,5,5,5,4,41,26,satisfied
40265,Female,37,Official,Economy,362,4,4,4,,5,5,4,1,5,0,0,satisfied
85590,Female,42,Official,Economy,233,3,3,3,3,3,3,2,4,3,68,60,dissatisfied
5644,Male,50,Personal Travel,Business,269,5,1,3,3,4,5,1,5,3,0,0,dissatisfied
2519,Female,30,Official,Business,2163,,,1,4,4,4,2,5,4,0,0,satisfied
46744,Male,44,Personal Travel,Economy,137,2,,3,1,1,1,2,4,1,20,10,dissatisfied
74177,Male,29,Personal Travel,Economy,577,4,1,1,5,5,5,4,4,5,0,0,dissatisfied
54340,Female,34,Personal Travel,Economy,1437,4,,1,5,5,5,4,5,5,0,0,dissatisfied
957,Female,17,Official,Business,0,2,2,2,,4,4,3,5,4,0,0,satisfied
96489,Male,33,Official,Economy,272,4,,3,3,3,3,3,,3,1,0,dissatisfied
25318,Male,7,Personal Travel,Economy,0,3,3,4,5,5,5,5,4,5,41,29,dissatisfied
73463,Male,28,Personal Travel,Economy,1077,4,5,5,5,5,5,4,4,5,19,1,satisfied
39220,Male,38,Official,Economy,156,0,3,3,,3,3,3,4,3,0,0,dissatisfied
58918,Male,14,Personal Travel,Economy,799,5,3,3,2,,2,4,5,2,0,0,dissatisfied
2239,Male,55,Official,Business,773,1,1,1,2,,,4,4,5,0,0,satisfied
26918,Female,60,Personal Travel,Economy,1494,4,3,5,4,4,5,3,5,4,2,0,dissatisfied
13676,Male,40,Personal Travel,Economy,416,4,2,1,3,3,3,5,4,3,0,0,dissatisfied
39053,Female,48,Personal Travel,Premium,282,4,4,4,2,4,1,4,2,4,0,0,satisfied
93851,Male,56,Personal Travel,Economy,352,4,3,2,1,,1,2,,1,10,7,dissatisfied
91425,Female,49,Personal Travel,Economy,494,,4,3,4,,5,4,,4,0,0,satisfied
10367,Female,22,Official,Business,465,0,5,,5,1,5,,5,5,0,0,satisfied
69055,Female,36,Official,Business,0,2,2,,5,5,5,2,5,5,2,0,dissatisfied
69948,Female,53,Official,Business,1957,3,3,3,4,2,3,3,3,3,0,0,dissatisfied
110841,Female,33,Personal Travel,Premium,891,5,4,2,2,2,2,3,5,2,5,0,dissatisfied
59801,Male,17,Official,Business,3002,5,5,5,4,4,4,2,5,4,0,0,satisfied
106107,Male,39,Official,Business,272,0,0,,2,5,3,3,3,5,39,48,satisfied
21290,Female,14,Official,,643,4,,2,1,1,1,4,5,1,0,0,dissatisfied
122083,Female,39,Personal Travel,Economy,117,4,0,4,4,4,4,4,5,4,0,0,dissatisfied
35497,Female,60,Personal Travel,Economy,967,4,3,1,3,4,4,3,4,5,0,0,dissatisfied
106531,Female,66,Personal Travel,Economy,244,4,3,3,3,3,1,3,1,4,23,19,dissatisfied
32243,Female,42,Official,Economy,91,4,4,4,3,4,1,1,1,1,0,0,dissatisfied
85050,Female,44,Official,Business,787,5,5,5,4,4,5,4,,3,0,0,satisfied
84411,Female,20,Personal Travel,Economy,545,,2,2,,5,5,4,4,5,12,21,dissatisfied
39052,Male,44,Personal Travel,Premium,282,3,3,3,4,4,4,,,4,0,13,dissatisfied
51780,Female,50,Personal Travel,Economy,0,,2,2,2,5,,2,1,5,0,6,dissatisfied
22758,Female,55,Official,Business,0,4,4,4,5,5,3,2,2,5,142,139,satisfied
58616,Female,57,Official,Business,212,,,4,5,5,,5,,3,0,0,satisfied
120215,Female,13,Official,Business,3591,5,2,5,3,3,3,1,,3,36,19,dissatisfied
70180,Male,53,Official,Business,2105,5,5,5,5,,4,,4,4,9,13,satisfied
75318,Male,60,Official,Business,2254,,1,1,5,5,4,3,,5,0,9,satisfied
58306,Male,56,Official,Business,1565,3,3,3,,4,5,5,5,4,26,7,satisfied
3185,Male,29,Official,Economy,624,1,1,4,3,3,3,1,3,3,32,35,dissatisfied
110092,Female,51,Official,Business,794,,,1,3,4,4,4,,4,33,45,satisfied
12117,Male,62,Official,Economy,931,3,3,3,4,4,4,5,5,4,0,0,satisfied
47826,Female,14,Official,Economy,495,1,3,4,5,5,5,,4,5,23,16,dissatisfied
106791,Male,66,Personal Travel,Business,879,4,3,1,5,4,4,3,4,4,29,28,dissatisfied
94722,Male,22,Official,Economy,170,1,3,3,4,4,4,4,4,4,0,0,dissatisfied
50363,Male,26,Official,Business,1583,2,4,,3,3,3,1,5,3,0,0,satisfied
7651,Female,26,Official,Business,3489,5,5,,3,3,3,5,4,3,0,0,dissatisfied
65862,Female,64,Personal Travel,Economy,1250,2,4,2,3,2,3,4,3,3,4,0,satisfied
100270,Male,49,Official,Business,2367,3,4,4,2,4,5,5,5,5,110,106,satisfied
70405,Female,20,Personal Travel,Economy,1406,2,4,3,3,3,3,4,3,3,0,0,satisfied
93864,Male,58,Official,Business,2776,,1,1,3,5,3,4,3,5,16,12,satisfied
45100,Male,43,Official,Business,2765,4,4,4,,2,5,5,5,5,71,67,satisfied
116981,Female,42,Official,Business,2055,2,2,2,4,4,,4,4,4,0,0,satisfied
72497,Female,42,Official,,2438,5,4,5,1,3,2,1,,3,0,0,dissatisfied
117841,Male,32,Personal Travel,Premium,295,5,5,5,3,3,3,4,4,3,11,0,dissatisfied
80343,Male,70,Personal Travel,Economy,0,5,1,2,5,5,5,4,4,5,0,0,dissatisfied
78711,Male,43,Official,Business,475,3,3,,5,5,3,3,3,3,11,0,satisfied
66461,Male,52,Personal Travel,Economy,1095,0,1,3,3,3,3,4,4,3,0,0,dissatisfied
28379,Male,14,Official,Economy,687,5,5,5,2,2,2,1,1,2,0,3,satisfied
129306,Female,52,Personal Travel,Business,2327,1,0,2,1,2,1,0,1,3,0,0,satisfied
30943,Female,20,Official,Economy,922,,,4,5,5,5,5,,5,12,34,dissatisfied
4330,Female,51,Official,Business,239,2,2,2,1,1,5,5,5,3,0,8,satisfied
5268,Male,50,Personal Travel,Economy,345,2,5,4,2,,2,2,,2,0,0,satisfied
109208,Female,23,Official,Business,2196,1,5,1,3,,3,1,2,3,15,9,dissatisfied
102061,Male,22,Personal Travel,Business,232,3,0,,,3,3,1,5,3,18,19,dissatisfied
25991,Male,45,Official,Business,519,4,4,4,3,4,2,,2,2,0,0,dissatisfied
46107,Female,44,Official,Economy,1081,,,4,5,5,,3,4,5,16,3,satisfied
51907,Male,36,Official,Economy,181,5,5,5,4,4,4,5,1,4,0,0,satisfied
57241,Female,60,Personal Travel,Business,565,5,3,4,3,4,5,,5,3,0,0,dissatisfied
123896,Female,45,Personal Travel,Economy,487,5,4,1,2,,1,4,1,1,31,24,dissatisfied
118355,Male,13,Personal Travel,Economy,542,5,4,3,,2,5,1,1,2,165,174,dissatisfied
128823,Female,26,Official,,2327,3,3,4,3,2,4,4,4,2,0,14,dissatisfied
40181,Male,69,Official,Business,348,3,3,3,5,,,2,2,1,0,0,dissatisfied
77039,Female,8,Personal Travel,Premium,331,4,,2,1,1,1,4,3,1,0,0,dissatisfied
53655,Male,53,Official,Business,3344,3,,3,3,4,5,5,5,3,15,6,satisfied
61362,Female,22,Official,Business,2165,1,1,1,2,2,3,,4,2,0,8,dissatisfied
33269,Male,41,Personal Travel,Premium,91,,3,3,1,1,1,3,4,1,3,4,dissatisfied
81427,Female,48,Official,Economy,403,2,2,2,5,3,2,2,2,1,0,0,dissatisfied
105475,Female,42,Official,Business,3002,,3,3,,,,4,4,4,0,0,satisfied
24917,Male,27,Official,Economy,686,1,1,3,3,3,3,2,4,3,1,0,dissatisfied
38328,Female,18,Official,Business,0,4,4,4,,5,5,5,5,5,0,0,satisfied
101554,Male,18,Personal Travel,Economy,311,3,5,3,1,1,1,,,1,0,0,satisfied
6825,Male,50,Personal Travel,,0,,1,,3,1,3,2,3,3,59,60,dissatisfied
70492,Female,80,Official,Business,3152,3,5,3,,4,2,,2,3,8,27,dissatisfied
7039,Female,56,Official,Premium,176,2,2,3,2,2,2,5,4,2,1,6,dissatisfied
101371,Male,7,Personal Travel,Economy,1787,4,2,3,2,2,2,,3,2,9,0,dissatisfied
84332,Female,60,Official,Business,3042,4,4,4,5,5,3,3,3,4,0,0,satisfied
37744,Male,39,Personal Travel,Economy,875,5,4,3,3,,,5,5,3,29,14,dissatisfied
61381,Male,22,Official,Economy,611,4,4,4,4,4,4,4,5,4,13,13,satisfied
77926,Male,17,Personal Travel,Business,193,,4,4,4,4,4,1,3,4,0,16,dissatisfied
33509,Male,67,Personal Travel,Economy,869,4,4,3,3,3,3,4,,3,3,0,satisfied
93270,Male,23,Official,,780,3,5,,5,5,5,2,5,5,22,8,satisfied
121347,Female,46,Official,Business,3541,4,4,4,2,4,4,4,4,3,4,0,satisfied
108684,Female,59,Official,Business,519,3,3,3,3,4,4,4,4,4,0,0,satisfied
124925,Female,27,Official,Economy,655,5,,5,4,4,,2,4,4,17,19,satisfied
125236,Male,42,Official,Business,3482,2,5,2,,5,5,5,5,3,0,0,satisfied
101314,Male,27,Official,Business,968,3,3,3,1,5,1,3,5,1,0,0,dissatisfied
121287,Male,22,Official,Business,2054,4,4,4,5,5,5,3,5,5,3,0,satisfied
79510,Male,55,Official,Business,2771,1,1,1,5,4,4,4,4,3,0,0,satisfied
15510,Male,59,Personal Travel,Economy,148,5,3,4,5,5,,3,5,5,0,0,dissatisfied
129182,Female,44,Official,Business,2059,5,5,5,5,,4,4,4,5,5,0,satisfied
1225,Female,65,Personal Travel,Economy,206,,4,5,2,5,3,,,3,0,0,dissatisfied
35147,Female,26,Official,Economy,992,0,0,4,5,5,5,,4,5,3,7,dissatisfied
14724,Male,40,Official,Premium,285,3,3,2,5,5,,5,3,5,56,44,dissatisfied
101380,Male,56,Official,Business,1482,4,5,4,5,,4,,4,3,9,6,satisfied
112213,Male,30,Official,Business,3123,5,1,1,4,4,4,4,5,4,21,10,satisfied
14196,Male,22,Official,Economy,558,0,,2,1,1,1,3,1,1,0,0,dissatisfied
110528,Male,25,Official,Business,496,3,,1,2,,2,5,5,2,0,0,satisfied
114028,Male,47,Personal Travel,Premium,1660,,2,3,3,3,3,2,4,3,52,30,dissatisfied
56221,Male,18,Official,Business,1447,,4,4,3,3,3,5,2,3,0,0,dissatisfied
58819,Female,41,Personal Travel,Economy,905,,3,2,4,4,4,4,5,4,9,0,dissatisfied
54019,Female,42,Official,Business,3436,1,1,1,2,3,,,,5,0,0,satisfied
25065,Male,65,Personal Travel,Economy,535,3,3,4,5,5,5,4,3,5,32,29,dissatisfied
29957,Male,59,Official,Business,192,1,1,5,,5,5,2,2,5,0,0,dissatisfied
90753,Male,24,Official,Business,2522,3,3,3,4,4,4,1,4,4,9,9,dissatisfied
22557,Female,38,Official,Business,0,5,5,3,3,3,3,2,5,3,1,0,satisfied
122081,Male,11,Personal Travel,Economy,0,1,1,4,,3,3,2,4,3,14,9,dissatisfied
71697,Male,65,Personal Travel,Economy,1077,2,3,4,3,,,4,,3,113,132,dissatisfied
78572,Female,21,Official,Economy,567,0,,,3,3,3,2,5,3,0,0,satisfied
60201,Male,29,Official,,1391,4,4,4,4,4,4,,4,4,0,0,satisfied
46022,Female,60,Official,Economy,892,3,3,3,4,3,4,4,4,1,0,0,satisfied
35220,Female,40,Official,Economy,967,1,,,5,5,5,3,5,5,0,0,satisfied
83770,Male,25,Personal Travel,Economy,833,4,3,1,3,4,5,5,5,4,299,313,dissatisfied
2364,Female,32,Official,Economy,0,4,4,4,4,4,4,4,3,4,0,20,dissatisfied
32574,Female,53,Official,Economy,91,4,4,4,5,4,3,3,,1,0,0,satisfied
45415,Female,29,Official,Business,2884,1,1,1,4,4,4,5,1,4,0,8,satisfied
4502,Female,49,Official,Business,392,5,5,5,2,4,5,5,5,3,0,0,satisfied
83245,Female,55,Official,Economy,1781,2,2,2,2,3,,3,3,2,7,15,dissatisfied
32406,Female,22,Official,Economy,147,0,4,3,4,4,4,3,2,4,0,0,satisfied
34410,Male,54,Personal Travel,Economy,655,4,2,3,5,5,5,,4,5,5,0,dissatisfied
70762,Male,57,Official,Business,1616,,0,1,5,5,4,4,4,5,60,55,satisfied
21748,Female,50,Personal Travel,Economy,507,5,2,2,3,4,2,2,2,5,3,0,dissatisfied
63137,Male,44,Official,Business,3043,3,3,3,4,5,5,5,5,5,14,15,satisfied
1629,Male,11,Official,Economy,899,,2,4,,1,1,1,,1,7,21,dissatisfied
127813,Female,38,Official,Business,1424,2,2,2,4,4,3,3,3,2,0,0,dissatisfied
10512,Female,20,Official,Economy,67,4,3,3,,4,5,2,5,5,0,4,dissatisfied
16504,Male,11,Personal Travel,Economy,0,4,,4,2,2,2,5,4,2,46,30,dissatisfied
71605,Male,30,Official,Business,1660,1,,1,3,3,3,4,3,3,10,5,dissatisfied
124227,Female,37,Official,Business,0,5,5,4,2,2,2,,5,2,0,0,satisfied
127589,Male,23,Official,,967,0,0,,3,3,3,3,4,3,0,0,satisfied
17566,Female,15,Official,Economy,987,0,0,4,2,5,2,,3,2,7,0,dissatisfied
85206,Female,56,Official,Business,2787,3,4,4,3,4,2,2,2,2,0,0,dissatisfied
882,Male,49,Official,Business,3127,4,,4,2,5,,4,4,4,0,0,satisfied
4311,Female,26,Official,Economy,166,2,3,2,3,3,3,5,2,3,0,15,dissatisfied
7416,Male,28,Official,,0,5,5,,2,2,2,4,5,2,10,37,satisfied
2454,Female,26,Personal Travel,Business,607,3,4,2,2,2,2,1,4,2,6,4,dissatisfied
69770,Male,31,Official,Business,2209,1,,1,5,5,4,5,4,5,14,5,satisfied
33692,Female,21,Official,Economy,725,1,1,5,5,5,,5,3,5,9,4,dissatisfied
76492,Female,37,Official,Business,0,4,4,2,3,3,3,3,,3,0,3,satisfied
103013,Male,24,Official,Economy,618,1,1,4,5,2,5,3,3,5,0,0,dissatisfied
90096,Male,66,Official,Business,2779,5,5,5,2,4,4,4,4,4,0,0,satisfied
98667,Female,49,Personal Travel,Economy,828,,3,5,4,4,4,3,4,4,0,0,dissatisfied
78611,Female,22,Official,Economy,1145,2,2,3,4,2,,4,5,4,0,0,dissatisfied
71238,Female,57,Official,Business,1490,,1,1,2,3,2,2,2,1,11,29,dissatisfied
129027,Female,22,Official,Business,2350,5,5,5,5,5,4,3,5,5,0,0,satisfied
3697,Female,31,Official,Business,3422,1,4,1,4,4,4,5,4,4,0,8,dissatisfied
67848,Male,8,Personal Travel,Economy,1318,4,4,4,2,2,,3,5,2,0,3,dissatisfied
27159,Female,42,Official,Business,2431,4,4,4,5,,2,3,5,4,0,0,satisfied
28630,Female,30,Official,Economy,0,1,1,1,5,5,5,5,4,5,0,0,satisfied
13366,Female,30,Personal Travel,Economy,851,4,2,4,2,2,2,2,4,2,8,0,dissatisfied
81429,Male,19,Personal Travel,Economy,354,4,4,3,3,3,3,2,,3,0,0,dissatisfied
13720,Male,46,Official,Economy,361,3,3,,5,5,5,4,3,5,0,0,satisfied
29830,Male,22,Official,Economy,359,0,2,3,5,5,5,1,4,5,2,4,dissatisfied
65980,Male,25,Personal Travel,Economy,1235,,2,3,2,2,2,5,,2,22,6,dissatisfied
120213,Female,35,Official,Business,1193,2,2,2,,3,3,3,3,2,0,0,dissatisfied
